id,text,sentiment,score,domain
49,Rakastan kokemukseen. Toimii täydellisesti.,positive,0.93,service_review
418,Asiakaspalvelu vastasi laatua.,neutral,0.55,social_media
348,Olen todella pettynyt kokemukseen.,negative,0.16,feedback
264,En voi kuin kritisoida kokemukseen.,negative,0.18,social_media
137,Tämä muutti kokemus. Kiitos!,positive,0.84,social_media
500,Normaali vaihtoehto useimmille.,neutral,0.46,social_media
149,En voi kuin kehua tähän tuotteeseen.,positive,0.84,feedback
150,Olen vaikuttunut palveluun.,positive,0.82,social_media
564,Normaali lopputulosta ilman erikoisuuksia.,neutral,0.55,product_review
166,Olen hyvin iloinen kokemukseen.,positive,0.85,product_review
511,Standardin mukainen palvelua.,neutral,0.54,product_review
276,Tämä on tyytymätön kokemus.,negative,0.12,service_review
306,En voi kuin harmitella tulokseen.,negative,0.16,social_media
538,Tuote vastasi laatua.,neutral,0.57,feedback
273,"Joka kerta kun kritisoida, olen kauhea.",negative,0.14,social_media
457,Tavallinen vaihtoehto joillekin.,neutral,0.49,service_review
292,"Joka kerta kun pahoitella, olen pettymys.",negative,0.11,product_review
31,"Erinomainen, ammattitaitoinen ja edullinen - täydellinen yhdistelmä!",positive,0.87,social_media
413,Tämä riippuu hintaan nähden.,neutral,0.51,product_review
447,Laatu toimii riittävästi.,neutral,0.54,service_review
417,Ei keskinkertainen eikä {adj2}.,neutral,0.49,social_media
106,Suosittelen ehdottomasti kaikille.,positive,0.85,feedback
567,Hinta on standardin mukainen.,neutral,0.49,service_review
72,Tämä on iloinen kokemus!,positive,0.89,social_media
316,Huonoin kokemus ikinä. Huono valinta.,negative,0.09,social_media
519,Hinta on standardin mukainen hintaan nähden.,neutral,0.49,feedback
584,Odotettavissa oleva palvelua.,neutral,0.47,feedback
324,Kauhea tuote. Huono valinta.,negative,0.1,service_review
555,Tämä riippuu kilpailijoihin.,neutral,0.5,feedback
364,Ratkaisu ei vastannut standardejani.,negative,0.2,feedback
441,Kokemus oli standardin mukainen.,neutral,0.51,service_review
180,"Joka kerta kun ihailla, olen iloinen.",positive,0.88,service_review
353,Tämä on pettynyt kokemus.,negative,0.12,product_review
302,Tämä on pettynyt kokemus.,negative,0.13,service_review
378,Olen järkyttynyt palveluun.,negative,0.1,feedback
464,Hinta on keskivertoa.,neutral,0.52,product_review
108,"Joka kerta kun ylistää, olen huikea.",positive,0.9,feedback
122,Suosittelen ehdottomasti kaikille tuttuilleni.,positive,0.86,product_review
416,Tämä riippuu kategoriassaan.,neutral,0.49,product_review
549,Toimitus on tyypillinen.,neutral,0.54,feedback
61,Suosittelen ehdottomasti ystävilleni.,positive,0.82,social_media
444,Hinta on keskinkertainen kategoriassaan.,neutral,0.53,feedback
225,Tämä on hirveä kokemus.,negative,0.11,social_media
45,"Joka kerta kun arvostaa, olen huikea.",positive,0.84,product_review
525,Normaali hintaa ilman erikoisuuksia.,neutral,0.52,social_media
442,Hinta on standardin mukainen kilpailijoihin.,neutral,0.51,feedback
179,Tämä on fantastinen kokemus!,positive,0.95,product_review
135,Tämä on onnellinen kokemus!,positive,0.93,product_review
513,Ei keskinkertainen eikä {adj2}.,neutral,0.47,service_review
17,Loistava kokemus! Suosittelen lämpimästi.,positive,0.87,product_review
448,Kokemus oli perus.,neutral,0.48,social_media
153,Tämä on onnellinen kokemus!,positive,0.87,product_review
127,Olen hyvin tyytyväinen tähän tuotteeseen.,positive,0.9,social_media
385,En suosittele ystävilleni.,negative,0.19,service_review
335,Tämä pilasi ratkaisu. Ikävää.,negative,0.16,product_review
425,Odotettavissa oleva palvelua.,neutral,0.51,service_review
377,Huonoin palvelu ikinä. Huono valinta.,negative,0.15,product_review
53,Suosittelen ehdottomasti kaikille.,positive,0.82,product_review
218,Inhoan palveluun. Ei vastannut odotuksia.,negative,0.09,feedback
112,En voi kuin ihailla tähän tuotteeseen.,positive,0.83,social_media
280,Olen todella pettynyt ostokseen.,negative,0.17,social_media
517,En osaa sanoa hintaa.,neutral,0.51,social_media
369,Tämä pilasi kokemus. Ikävää.,negative,0.1,feedback
390,Kauhea ratkaisu. En suosittele.,negative,0.14,product_review
22,Erinomainen tuote. Kannattaa ehdottomasti.,positive,0.93,product_review
388,Huonoin ratkaisu ikinä. Huono valinta.,negative,0.13,service_review
495,Kokemus oli riittävä.,neutral,0.48,social_media
278,Huonoin tuote ikinä. Huono valinta.,negative,0.13,service_review
553,Toimitus toimii tyydyttävästi.,neutral,0.57,social_media
422,Laatu on keskinkertainen.,neutral,0.5,social_media
279,"Joka kerta kun kritisoida, olen kehno.",negative,0.14,social_media
397,"Surkea, tehoton ja heikko - täydellinen katastrofi.",negative,0.11,social_media
559,En osaa sanoa hintaa.,neutral,0.52,social_media
59,Tuote ylitti toiveeni.,positive,0.9,product_review
294,Kauhea tuote. Huono valinta.,negative,0.1,product_review
58,Upea laatu ja nopea palvelu!,positive,0.91,service_review
262,"Huono, huonolaatuinen ja epäluotettava - täydellinen katastrofi.",negative,0.09,product_review
514,Tämä riippuu kilpailijoihin.,neutral,0.55,social_media
254,Tämä on pettynyt kokemus.,negative,0.09,service_review
546,Hinta on keskivertoa.,neutral,0.54,product_review
396,Inhoan ostokseen. Ei vastannut odotuksia.,negative,0.08,service_review
381,Olen järkyttynyt kokemukseen.,negative,0.07,service_review
290,Kauhea tuote. Huono valinta.,negative,0.08,product_review
235,"Joka kerta kun pahoitella, olen pettymys.",negative,0.16,feedback
400,Tämä pilasi palvelu. Ikävää.,negative,0.15,feedback
560,Tuote toimii normaalisti.,neutral,0.47,social_media
539,Normaali hintaa ilman lisäominaisuuksia.,neutral,0.48,product_review
231,Olen täysin tyytymätön tähän tuotteeseen.,negative,0.14,service_review
282,Kamala laatu ja huonolaatuinen palvelu.,negative,0.16,product_review
34,Loistava laatu ja laadukas palvelu!,positive,0.93,service_review
300,Valinta ei vastannut standardejani.,negative,0.16,feedback
226,"Kauhea, epäystävällinen ja kallis - täydellinen katastrofi.",negative,0.14,feedback
32,Suosittelen ehdottomasti ystävilleni.,positive,0.82,service_review
85,Kokemus ylitti vaatimukseni.,positive,0.93,social_media
172,Suosittelen ehdottomasti ystävilleni.,positive,0.88,service_review
501,Kokemus oli odotettavissa oleva.,neutral,0.51,social_media
455,Odotettavissa oleva laatua.,neutral,0.49,product_review
426,Normaali lopputulosta ilman yllätyksiä.,neutral,0.49,social_media
504,Laatu on keskivertoa.,neutral,0.51,product_review
419,Palvelu oli kohtuullinen.,neutral,0.46,service_review
507,Kokemus oli tyypillinen.,neutral,0.48,service_review
518,En osaa sanoa palvelua.,neutral,0.5,social_media
394,Olen todella tyytymätön palveluun.,negative,0.11,service_review
200,Upea laatu ja ammattitaitoinen palvelu!,positive,0.9,social_media
140,Rakastan tulokseen. Paras valinta.,positive,0.96,feedback
497,Normaali kuvausta ilman yllätyksiä.,neutral,0.48,product_review
10,Tämä on uskomaton kokemus!,positive,0.88,social_media
368,Kauhea kokemus. Huono valinta.,negative,0.07,social_media
55,Rakastan palveluun. Paras valinta.,positive,0.92,product_review
462,Standardin mukainen hintaa.,neutral,0.55,feedback
323,Kamala laatu ja huonolaatuinen palvelu.,negative,0.1,feedback
578,Tuote toimii kohtuullisesti.,neutral,0.53,service_review
144,Paras ratkaisu ikinä! Ylitti odotukset.,positive,0.96,service_review
296,"Hirveä, huonolaatuinen ja vaikea käyttää - täydellinen katastrofi.",negative,0.11,feedback
571,Tämä riippuu vertailussa.,neutral,0.47,product_review
171,Olen vaikuttunut kokemukseen.,positive,0.8,service_review
178,Olen vaikuttunut ostokseen.,positive,0.85,product_review
499,Kokemus oli tavallinen.,neutral,0.49,service_review
593,Tuote toimii tyydyttävästi.,neutral,0.48,feedback
434,Tuote on tyypillinen.,neutral,0.52,product_review
393,Valinta ei vastannut odotuksiani.,negative,0.19,service_review
142,Loistava laatu ja ystävällinen palvelu!,positive,0.94,service_review
429,Asiakaspalvelu vastasi lopputulosta.,neutral,0.5,product_review
568,Tuote vastasi hintaa.,neutral,0.51,feedback
524,Hinta on normaali kilpailijoihin.,neutral,0.47,feedback
145,En voi kuin ihailla palveluun.,positive,0.89,social_media
383,Tämä on surullinen kokemus.,negative,0.17,social_media
188,Tuote ylitti toiveeni.,positive,0.89,feedback
120,Kokemus ylitti standardini.,positive,0.91,feedback
313,Kauhea tuote. Toimi huonosti.,negative,0.11,social_media
245,Tämä on kamala kokemus.,negative,0.09,service_review
121,Suosittelen ehdottomasti jokaiselle.,positive,0.9,product_review
569,Hinta on riittävä vertailussa.,neutral,0.48,service_review
138,Olen täysin tyytyväinen kokemukseen.,positive,0.81,social_media
87,Olen erittäin tyytyväinen ostokseen.,positive,0.82,social_media
305,"Kamala, hidas ja heikko - täydellinen katastrofi.",negative,0.14,feedback
177,En voi kuin ylistää tähän tuotteeseen.,positive,0.81,feedback
599,Tuote on keskivertoa.,neutral,0.52,service_review
361,Kauhea valinta. En suosittele.,negative,0.11,product_review
357,Inhoan tähän tuotteeseen. Huono valinta.,negative,0.08,service_review
573,Odotettavissa oleva laatua.,neutral,0.5,feedback
402,Hinta on keskivertoa.,neutral,0.5,feedback
398,Surkea laatu ja hidas palvelu.,negative,0.17,product_review
321,Olen täysin tyytymätön palveluun.,negative,0.14,product_review
541,En osaa sanoa lopputulosta.,neutral,0.5,product_review
502,Kokemus oli standardin mukainen.,neutral,0.54,service_review
269,Ratkaisu ei vastannut odotuksiani.,negative,0.14,social_media
117,Mahtava laatu ja ammattitaitoinen palvelu!,positive,0.9,social_media
469,Hinta on kohtuullinen kilpailijoihin.,neutral,0.48,social_media
202,Olen järkyttynyt palveluun.,negative,0.11,service_review
334,Inhoan palveluun. Toimi huonosti.,negative,0.12,product_review
375,Tämä pilasi ratkaisu. Ikävää.,negative,0.16,social_media
192,Olen vaikuttunut palveluun.,positive,0.82,product_review
550,Toimitus on keskivertoa.,neutral,0.48,service_review
105,Rakastan tulokseen. Kannattaa ehdottomasti.,positive,0.91,service_review
65,Rakastan ostokseen. Ylitti odotukset.,positive,0.99,social_media
286,Inhoan palveluun. Ei vastannut odotuksia.,negative,0.1,social_media
211,Surkea laatu ja hidas palvelu.,negative,0.15,service_review
220,Tämä pilasi kokemus. Ikävää.,negative,0.12,product_review
5,Fantastinen valinta! Suosittelen lämpimästi.,positive,0.86,product_review
399,Tämä on huono kokemus.,negative,0.16,social_media
440,Hinta on keskivertoa.,neutral,0.51,service_review
461,Standardin mukainen laatua.,neutral,0.49,feedback
203,Hirveä laatu ja hidas palvelu.,negative,0.12,feedback
30,"Joka kerta kun ylistää, olen erinomainen.",positive,0.92,product_review
406,Asiakaspalvelu vastasi laatua.,neutral,0.57,service_review
443,Laatu toimii riittävästi.,neutral,0.53,social_media
191,Suosittelen ehdottomasti kaikille tuttuilleni.,positive,0.81,service_review
189,Tämä muutti ratkaisu. Kiitos!,positive,0.91,service_review
415,Kokemus oli odotettavissa oleva.,neutral,0.45,social_media
238,Olen äärimmäisen pettynyt tulokseen.,negative,0.11,social_media
474,Toimitus toimii kohtuullisesti.,neutral,0.49,service_review
437,Ei tavallinen eikä {adj2}.,neutral,0.52,service_review
574,Ei normaali eikä {adj2}.,neutral,0.48,service_review
339,Hirveä laatu ja epäystävällinen palvelu.,negative,0.18,feedback
