id,text,is_toxic,severity,toxicity_score,category,source
1017,Vittu että meni pieleen suuresti.,1,1,0.8,profanity,forum
640,Paras kokemus valitettavasti.,0,0,0.19,none,review
631,Hyvä hinta-laatusuhde kokemus.,0,0,0.03,none,review
968,Vittu että onnistui todella.,1,1,0.81,profanity,forum
244,Kirjoitus on todella huono. Opin paljon.,0,0,0.01,none,forum
92,Kamala päivää tänään. Nauti luvattu!,0,0,0.02,none,social_media
1076,Helvetin ääliö.,1,1,0.83,insult,social_media
537,Olen samaa mieltä käyttäjälle. Hyvä pointti!,0,0,-0.02,none,forum
176,Palvelu oli huono ja epäystävällinen.,0,0,0.28,none,review
384,Suosittelen tätä ostokseen.,0,0,0.0,none,review
345,Olen samaa mieltä kenellekään. Hyvä pointti!,0,0,0.01,none,forum
205,Kaunis iltaa tänään. Nauti avustasi!,0,0,0.02,none,social_media
753,Perkele kun ärsyttää!,1,1,0.44,profanity,social_media
1156,Vihaan tätä.,1,1,0.81,hate_speech,social_media
1139,Senkin tyhmä.,1,1,0.74,insult,social_media
1038,Täydellinen palveluun.,1,1,0.44,insult,forum
1045,Helvetin typerys.,1,1,0.79,insult,social_media
861,Hitto että meni pieleen.,1,1,0.42,profanity,social_media
275,Tämä oli ääliömäinen ja ammattitaitoinen.,0,0,0.26,none,review
675,Tämä ei vastannut avustasi.,0,0,0.12,none,review
181,Hieno kokemus alusta loppuun.,0,0,-0.01,none,review
759,Saatana mikä juttu.,1,1,0.44,profanity,social_media
626,Kiitos kun jaoit tämän. Täydellinen!,0,0,-0.02,none,forum
513,Kirjoitus oli haasteellinen ja hidas.,0,0,0.26,none,review
912,Helvetti saatana miksi asiakaspalvelu ei onnistuu!,1,1,0.73,profanity,forum
360,Olen tyytyväinen odotuksiani.,0,0,0.05,none,review
831,Helvetti perkele miksi tämä ei toimi!,1,1,0.4,profanity,forum
113,Hyvää huomenta! Toivottavasti sinulla on paha päivä.,0,0,0.0,none,social_media
936,Helvetti saatana miksi tuotteeseen ei onnistui!,1,1,0.71,profanity,forum
325,Kirjoitus oli mahtava ja epäystävällinen.,0,0,0.22,none,review
196,Tämä ei vastannut luvattu.,0,0,0.11,none,review
652,Olen tyytyväinen odotuksiani.,0,0,0.0,none,review
133,Olen suuresti pettynyt tähän toimitus.,0,0,0.16,none,review
470,Tämä auttoi minua suuresti. Kiitos!,0,0,0.04,none,forum
247,Olen erittäin pettynyt tähän luvattu.,0,0,0.16,none,review
15,Kirjoitus oli paha ja hidas.,0,0,0.24,none,review
633,Loistava kokemus alusta loppuun.,0,0,0.01,none,review
508,Tämä ei vastannut tuotteeseen.,0,0,0.15,none,review
959,Jumalauta mikä idea.,1,1,0.65,profanity,forum
349,Olen tyytyväinen luvattu.,0,0,0.07,none,review
821,Hitto että oli loistava mutta toimii.,1,1,0.34,profanity,forum
756,Saatana mikä sekoilu.,1,1,0.44,profanity,social_media
554,Palvelu oli mahtava ja ammattitaitoinen.,0,0,0.23,none,review
1173,He ovat hieno.,1,1,0.73,hate_speech,forum
125,En suosittelisi asiakkaalle.,0,0,0.18,none,review
1075,Senkin ääliö.,1,1,0.76,insult,social_media
248,Kiitos erittäin auringosta. Arvostan sitä paljon.,0,0,0.06,none,social_media
978,Helvetti saatana miksi tuotteeseen ei ärsyttää!,1,1,0.72,profanity,forum
594,Erinomainen idea! Kokeilen varmasti.,0,0,0.03,none,social_media
857,Helvetti saatana miksi tämä ei ärsyttää!,1,1,0.45,profanity,forum
1107,Kusipää.,1,1,0.54,insult,social_media
129,Palvelu on todella idiootti. Opin paljon.,0,0,0.07,none,forum
482,En suosittelisi käyttäjälle.,0,0,0.17,none,review
573,Erinomainen iltaa tänään. Nauti avustasi!,0,0,0.06,none,social_media
417,Mahtava kokemus valitettavasti.,0,0,0.22,none,review
276,Erinomainen kokemus alusta loppuun.,0,0,0.06,none,review
975,Helvetti saatana miksi palveluun ei toimii!,1,1,0.72,profanity,forum
1198,Inhoan sinua.,1,1,0.56,hate_speech,review
1192,He ovat upea.,1,1,0.76,hate_speech,forum
1170,Nämä ihmiset ovat upea.,1,1,0.74,hate_speech,forum
60,Hienoa työtä! Jatka samaan malliin.,0,0,-0.02,none,social_media
1189,Inhoan heitä.,1,1,0.48,hate_speech,review
678,Olen todella pettynyt tähän toimitus.,0,0,0.11,none,review
731,Hitto että oli vaikea mutta meni pieleen.,1,1,0.34,profanity,forum
813,Hitto että oli vaikea mutta ärsyttää.,1,1,0.34,profanity,forum
943,Vittu että onnistuu erittäin.,1,1,0.76,profanity,forum
55,Olen samaa mieltä kenellekään. Hyvä pointti!,0,0,-0.01,none,forum
812,Perkele tämä on erinomainen.,1,1,0.47,profanity,forum
1019,Saatanan hieno sekoilu.,1,1,0.75,profanity,forum
1046,Idiootti kenellekään.,1,1,0.68,insult,review
698,Loistava kokemus valitettavasti.,0,0,0.19,none,review
3,Hyvää päivää! Toivottavasti sinulla on mukava päivä.,0,0,-0.02,none,social_media
295,Kiitos suuresti auringosta. Arvostan sitä paljon.,0,0,0.03,none,social_media
714,Tuote on todella paha. Opin paljon.,0,0,-0.01,none,forum
477,En suosittelisi käyttäjälle.,0,0,0.19,none,review
1055,Senkin typerys.,1,1,0.76,insult,social_media
1200,Nämä ihmiset ovat erinomainen.,1,1,0.67,hate_speech,forum
311,Tämä ei vastannut luvattu.,0,0,0.16,none,review
1146,Saatanan tyhmä.,1,1,0.84,insult,social_media
934,Tämä on täyttä palvelu.,1,1,0.66,profanity,forum
1012,Paska onni.,1,1,0.73,profanity,forum
178,Palvelu oli idiootti ja hidas.,0,0,0.22,none,review
740,Hitto että oli kamala mutta toimi.,1,1,0.34,profanity,forum
299,Kiitos todella tuotteeseen. Arvostan sitä suuresti.,0,0,0.06,none,social_media
469,Kiitos todella auringosta. Arvostan sitä suuresti.,0,0,0.05,none,social_media
287,Erinomainen palveluun. Kiitos!,0,0,0.0,none,review
702,En suosittelisi käyttäjälle.,0,0,0.27,none,review
372,Kamala työtä! Jatka samaan malliin.,0,0,0.0,none,social_media
1111,Ole hiljaa senkin idiootti.,1,1,0.72,insult,social_media
282,Erinomainen tuotteeseen. Kiitos!,0,0,-0.02,none,review
992,Jumalauta mikä palvelu.,1,1,0.58,profanity,forum
471,Kiitos kun jaoit tämän. Paras!,0,0,0.07,none,forum
36,Erinomainen avustasi. Kiitos!,0,0,0.02,none,review
361,Tämä ei vastannut avustasi.,0,0,0.13,none,review
378,Hyvä hinta-laatusuhde tuotetta.,0,0,0.04,none,review
686,Kiitos kun jaoit tämän. Hienoa!,0,0,0.03,none,forum
266,Täydellinen työtä! Jatka samaan malliin.,0,0,-0.0,none,social_media
556,Olen paljon pettynyt tähän asiakaspalvelu.,0,0,0.18,none,review
301,Mahtava iltaa tänään. Nauti auringosta!,0,0,-0.01,none,social_media
638,Kiitos suuresti toimitus. Arvostan sitä paljon.,0,0,0.02,none,social_media
893,Vittu mikä onni toimitus.,1,1,0.84,profanity,review
1040,Saatanan tyhmä.,1,1,0.83,insult,social_media
726,Helvetti perkele miksi tämä ei onnistuu!,1,1,0.41,profanity,forum
1145,Saatanan typerys.,1,1,0.78,insult,social_media
574,Palvelu on todella paha. Opin paljon.,0,0,0.05,none,forum
979,Tämä on täyttä suunnitelma.,1,1,0.75,profanity,forum
1167,Vihaan tätä.,1,1,0.8,hate_speech,social_media
1,Kirjoitus oli upea ja epäystävällinen.,0,0,0.22,none,review
787,Helvetti että meni pieleen suuresti!,1,1,0.47,profanity,social_media
851,Helvetti että onnistuu todella!,1,1,0.4,profanity,social_media
37,Kaunis työtä! Jatka samaan malliin.,0,0,-0.03,none,social_media
174,Kaunis kokemus valitettavasti.,0,0,0.16,none,review
766,Saatana mikä juttu.,1,1,0.45,profanity,social_media
983,Paska suunnitelma.,1,1,0.66,profanity,forum
35,Olen paljon pettynyt tähän odotuksiani.,0,0,0.14,none,review
200,Erinomainen odotuksiani. Kiitos!,0,0,-0.02,none,review
293,Hyvä hinta-laatusuhde tuote.,0,0,0.06,none,review
207,Hienoa työtä! Jatka samaan malliin.,0,0,0.0,none,social_media
789,Perkele kun toimii!,1,1,0.46,profanity,social_media
450,Olen samaa mieltä kanssasi. Hyvä pointti!,0,0,-0.01,none,forum
507,Olen paljon pettynyt tähän luvattu.,0,0,0.19,none,review
837,Perkele kun ärsyttää!,1,1,0.43,profanity,social_media
59,Artikkeli oli mahtava ja epäystävällinen.,0,0,0.22,none,review
294,Kiitos kun jaoit tämän. Erinomainen!,0,0,-0.03,none,forum
976,Vittu mikä suunnitelma luvattu.,1,1,0.89,profanity,review
620,Hyvä hinta-laatusuhde tuote.,0,0,-0.0,none,review
394,Toimii juuri kuten luvattu.,0,0,0.03,none,review
39,Kamala kokemus alusta loppuun.,0,0,0.05,none,review
1058,Helvetin typerys.,1,1,0.8,insult,social_media
945,Helvetti saatana miksi tuotteeseen ei meni pieleen!,1,1,0.66,profanity,forum
228,Erinomainen auringosta. Kiitos!,0,0,0.02,none,review
1164,Tämä ryhmä ovat mahtava.,1,1,0.76,hate_speech,forum
66,Huono kokemus valitettavasti.,0,0,0.14,none,review
91,Olen samaa mieltä kanssasi. Hyvä pointti!,0,0,0.06,none,forum
1171,Vihaan heitä.,1,1,0.76,hate_speech,social_media
836,Helvetti että onnistui suuresti!,1,1,0.43,profanity,social_media
149,Täydellinen kokemus valitettavasti.,0,0,0.18,none,review
94,Toimii juuri kuten avustasi.,0,0,0.05,none,review
743,Hitto että oli tyhmä mutta toimii.,1,1,0.3,profanity,forum
1004,Helvetti saatana miksi asiakaspalvelu ei onnistui!,1,1,0.64,profanity,forum
684,En suosittelisi asiakkaalle.,0,0,0.25,none,review
54,Kiitos paljon avustasi. Arvostan sitä erittäin.,0,0,0.04,none,social_media
347,Täydellinen idea! Kokeilen varmasti.,0,0,0.0,none,social_media
411,En suosittelisi kenellekään.,0,0,0.21,none,review
521,Kiitos kun jaoit tämän. Erinomainen!,0,0,0.02,none,forum
220,Erinomainen odotuksiani. Kiitos!,0,0,-0.02,none,review
883,Tämä on täyttä onni.,1,1,0.72,profanity,forum
693,Hienoa kokemus valitettavasti.,0,0,0.16,none,review
458,Kaunis työtä! Jatka samaan malliin.,0,0,0.02,none,social_media
644,Tämä auttoi minua suuresti. Kiitos!,0,0,-0.03,none,forum
705,Tämä ei vastannut asiakaspalvelu.,0,0,0.11,none,review
142,Artikkeli on todella monimutkainen. Opin paljon.,0,0,0.01,none,forum
408,Suosittelen tätä tuote.,0,0,0.01,none,review
1180,He ovat idiootti.,1,1,0.76,hate_speech,forum
1030,Vittu että ärsyttää suuresti.,1,1,0.8,profanity,forum
579,Olen paljon pettynyt tähän odotuksiani.,0,0,0.11,none,review
771,Perkele kun toimi!,1,1,0.47,profanity,social_media
786,Perkele tämä on hyvä.,1,1,0.43,profanity,forum
778,Hitto että oli monimutkainen mutta toimii.,1,1,0.36,profanity,forum
495,Hieno idea! Kokeilen varmasti.,0,0,0.04,none,social_media
566,Palvelu oli haasteellinen ja ammattitaitoinen.,0,0,0.22,none,review
424,Erinomainen huomenta tänään. Nauti palveluun!,0,0,0.04,none,social_media
209,Hieno työtä! Jatka samaan malliin.,0,0,0.04,none,social_media
792,Hitto että onnistui.,1,1,0.36,profanity,social_media
1178,Nämä ihmiset ovat kamala.,1,1,0.75,hate_speech,forum
736,Helvetti että onnistuu paljon!,1,1,0.45,profanity,social_media
434,Erinomainen idea! Kokeilen varmasti.,0,0,0.04,none,social_media
549,Kiitos kun jaoit tämän. Kamala!,0,0,0.04,none,forum
268,Paras kokemus valitettavasti.,0,0,0.22,none,review
260,Mahtava työtä! Jatka samaan malliin.,0,0,0.0,none,social_media
1036,Senkin tyhmä.,1,1,0.77,insult,social_media
159,Suosittelen tätä palvelu.,0,0,0.04,none,review
110,Suosittelen tätä kokemus.,0,0,0.02,none,review
707,En suosittelisi asiakkaalle.,0,0,0.25,none,review
953,Vittu että toimii todella.,1,1,0.81,profanity,forum
864,Saatana mikä sekoilu.,1,1,0.49,profanity,social_media
211,Artikkeli oli hieno ja hidas.,0,0,0.28,none,review
385,Kiitos kun jaoit tämän. Täydellinen!,0,0,-0.0,none,forum
592,Tuote oli ääliömäinen ja hidas.,0,0,0.25,none,review
533,Kiitos kun jaoit tämän. Huono!,0,0,0.02,none,forum
625,Palvelu oli tyhmä ja nopea.,0,0,0.24,none,review
637,En suosittelisi kanssasi.,0,0,0.19,none,review
8,Olen samaa mieltä asiakkaalle. Hyvä pointti!,0,0,0.05,none,forum
939,Jumalauta mikä palvelu.,1,1,0.58,profanity,forum
194,Toimii juuri kuten toimitus.,0,0,0.02,none,review
264,Kamala kokemus alusta loppuun.,0,0,-0.0,none,review
419,Tuote on todella monimutkainen. Opin paljon.,0,0,0.02,none,forum
810,Hitto että oli tyhmä mutta toimi.,1,1,0.4,profanity,forum
667,Loistava kokemus valitettavasti.,0,0,0.2,none,review
86,Nopea auringosta ja laadukas ostokseen.,0,0,0.01,none,review
239,Hieno työtä! Jatka samaan malliin.,0,0,0.01,none,social_media
489,Huono työtä! Jatka samaan malliin.,0,0,-0.0,none,social_media
261,Paras työtä! Jatka samaan malliin.,0,0,-0.01,none,social_media
683,Olen samaa mieltä kenellekään. Hyvä pointti!,0,0,-0.01,none,forum
436,En suosittelisi kenellekään.,0,0,0.26,none,review
894,Helvetti saatana miksi tuotteeseen ei toimi!,1,1,0.69,profanity,forum
1127,Saatanan idiootti.,1,1,0.78,insult,social_media
800,Hitto että onnistuu.,1,1,0.36,profanity,social_media
359,Toimii juuri kuten luvattu.,0,0,-0.03,none,review
974,Vittu mikä idea tuotteeseen.,1,1,0.87,profanity,review
623,Kiitos paljon toimitus. Arvostan sitä suuresti.,0,0,-0.0,none,social_media
1063,Hieno asiakaspalvelu.,1,1,0.5,insult,forum
440,Olen erittäin pettynyt tähän tuotteeseen.,0,0,0.11,none,review
543,En suosittelisi kanssasi.,0,0,0.18,none,review
886,Paska idea.,1,1,0.69,profanity,forum
380,Hyvää viikonloppua! Toivottavasti sinulla on tyhmä päivä.,0,0,-0.02,none,social_media
431,Loistava idea! Kokeilen varmasti.,0,0,0.01,none,social_media
535,Kiitos paljon auringosta. Arvostan sitä erittäin.,0,0,0.03,none,social_media
442,Hyvää viikonloppua! Toivottavasti sinulla on hieno päivä.,0,0,-0.0,none,social_media
2,Kamala päivää tänään. Nauti palveluun!,0,0,0.0,none,social_media
809,Helvetti saatana miksi tämä ei toimii!,1,1,0.38,profanity,forum
618,Olen erittäin pettynyt tähän asiakaspalvelu.,0,0,0.16,none,review
134,Olen samaa mieltä käyttäjälle. Hyvä pointti!,0,0,-0.02,none,forum
901,Tämä on täyttä onni.,1,1,0.73,profanity,forum
96,Tämä ei vastannut asiakaspalvelu.,0,0,0.17,none,review
121,Kamala kokemus valitettavasti.,0,0,0.2,none,review
516,Hyvää päivää! Toivottavasti sinulla on hieno päivä.,0,0,0.05,none,social_media
545,Suosittelen tätä ostokseen.,0,0,0.05,none,review
40,Tämä on todella ääliömäinen. Opin paljon.,0,0,0.08,none,forum
615,Olen suuresti pettynyt tähän toimitus.,0,0,0.17,none,review
488,Olen samaa mieltä kanssasi. Hyvä pointti!,0,0,0.04,none,forum
182,Loistava idea! Kokeilen varmasti.,0,0,0.04,none,social_media
99,Tämä auttoi minua erittäin. Kiitos!,0,0,-0.0,none,forum
621,Hyvää huomenta! Toivottavasti sinulla on loistava päivä.,0,0,-0.04,none,social_media
710,Kirjoitus on todella mahtava. Opin paljon.,0,0,0.02,none,forum
1169,Tämä ryhmä ovat huono.,1,1,0.72,hate_speech,forum
517,Erinomainen kokemus valitettavasti.,0,0,0.2,none,review
536,Tuote oli ääliömäinen ja nopea.,0,0,0.2,none,review
208,Erinomainen avustasi. Kiitos!,0,0,-0.01,none,review
17,Erinomainen odotuksiani. Kiitos!,0,0,-0.02,none,review
838,Hitto että ärsyttää.,1,1,0.36,profanity,social_media
136,En suosittelisi asiakkaalle.,0,0,0.27,none,review
1044,Kamala tuotteeseen.,1,1,0.49,insult,forum
737,Hitto että oli loistava mutta onnistuu.,1,1,0.37,profanity,forum
982,Tämä on täyttä sekoilu.,1,1,0.69,profanity,forum
71,Täydellinen kokemus alusta loppuun.,0,0,-0.03,none,review
954,Vittu että onnistui todella.,1,1,0.76,profanity,forum
952,Vittu että onnistuu todella.,1,1,0.81,profanity,forum
465,Tämä on todella idiootti. Opin paljon.,0,0,0.01,none,forum
351,Palvelu on todella loistava. Opin paljon.,0,0,-0.01,none,forum
172,Kirjoitus oli vaikea ja epäystävällinen.,0,0,0.29,none,review
994,Vittu että onnistuu paljon.,1,1,0.81,profanity,forum
524,Suosittelen tätä palvelu.,0,0,0.06,none,review
639,Kiitos erittäin auringosta. Arvostan sitä paljon.,0,0,0.05,none,social_media
187,En suosittelisi asiakkaalle.,0,0,0.23,none,review
597,Kiitos kun jaoit tämän. Täydellinen!,0,0,0.02,none,forum
147,Tämä auttoi minua suuresti. Kiitos!,0,0,0.06,none,forum
616,Hienoa kokemus valitettavasti.,0,0,0.14,none,review
691,Tämä auttoi minua todella. Kiitos!,0,0,0.03,none,forum
1176,Inhoan tätä paikkaa.,1,1,0.5,hate_speech,review
175,Tämä auttoi minua todella. Kiitos!,0,0,-0.02,none,forum
699,Kiitos kun jaoit tämän. Huono!,0,0,0.0,none,forum
483,Kirjoitus on todella vaikea. Opin paljon.,0,0,0.02,none,forum
835,Saatana mikä paska.,1,1,0.41,profanity,social_media
1131,Saatanan tyhmä.,1,1,0.84,insult,social_media
222,En suosittelisi käyttäjälle.,0,0,0.2,none,review
1014,Vittu että ärsyttää erittäin.,1,1,0.79,profanity,forum
291,Hieno työtä! Jatka samaan malliin.,0,0,-0.02,none,social_media
823,Hitto että oli monimutkainen mutta meni pieleen.,1,1,0.35,profanity,forum
653,Kirjoitus on todella idiootti. Opin paljon.,0,0,-0.01,none,forum
578,Loistava kokemus valitettavasti.,0,0,0.15,none,review
614,Olen paljon pettynyt tähän odotuksiani.,0,0,0.12,none,review
727,Hitto että oli erinomainen mutta meni pieleen.,1,1,0.33,profanity,forum
732,Hitto että oli kamala mutta meni pieleen.,1,1,0.31,profanity,forum
185,Suosittelen tätä tuotetta.,0,0,0.01,none,review
1013,Vittu että meni pieleen suuresti.,1,1,0.84,profanity,forum
171,Nopea palveluun ja laadukas ostokseen.,0,0,0.03,none,review
58,Tuote on todella idiootti. Opin paljon.,0,0,-0.01,none,forum
1024,Saatanan ääliömäinen idea.,1,1,0.76,profanity,forum
938,Paska paska.,1,1,0.69,profanity,forum
865,Tämä on täyttä paska.,1,1,0.65,profanity,forum
921,Jumalauta mikä sekoilu.,1,1,0.58,profanity,forum
645,Toimii juuri kuten asiakaspalvelu.,0,0,0.04,none,review
1130,Idiootti.,1,1,0.59,insult,social_media
919,Tämä on täyttä juttu.,1,1,0.72,profanity,forum
607,Hyvä hinta-laatusuhde palvelu.,0,0,0.02,none,review
588,Kiitos kun jaoit tämän. Hienoa!,0,0,-0.01,none,forum
131,Kiitos kun jaoit tämän. Hienoa!,0,0,0.01,none,forum
45,Tuote oli paha ja ystävällinen.,0,0,0.25,none,review
250,Kirjoitus oli vaikea ja hidas.,0,0,0.26,none,review
23,Kirjoitus oli idiootti ja hidas.,0,0,0.21,none,review
421,Olen erittäin pettynyt tähän palveluun.,0,0,0.15,none,review
663,Kirjoitus oli paha ja nopea.,0,0,0.24,none,review
166,Olen samaa mieltä kenellekään. Hyvä pointti!,0,0,0.02,none,forum
987,Saatanan upea juttu.,1,1,0.68,profanity,forum
931,Paska onni.,1,1,0.66,profanity,forum
697,Kiitos kun jaoit tämän. Hieno!,0,0,-0.0,none,forum
491,Olen tyytyväinen toimitus.,0,0,-0.01,none,review
692,Olen samaa mieltä kanssasi. Hyvä pointti!,0,0,-0.01,none,forum
723,Perkele tämä on idiootti.,1,1,0.41,profanity,forum
117,Hyvä hinta-laatusuhde ostokseen.,0,0,-0.03,none,review
889,Tämä on täyttä paska.,1,1,0.74,profanity,forum
425,Olen samaa mieltä kanssasi. Hyvä pointti!,0,0,0.04,none,forum
1073,Ole hiljaa senkin idiootti.,1,1,0.72,insult,social_media
971,Saatanan mukava palvelu.,1,1,0.68,profanity,forum
1002,Vittu mikä idea luvattu.,1,1,0.9,profanity,review
1088,Helvetin typerys.,1,1,0.89,insult,social_media
371,Olen tyytyväinen toimitus.,0,0,0.04,none,review
162,Kaunis työtä! Jatka samaan malliin.,0,0,0.03,none,social_media
192,Artikkeli on todella monimutkainen. Opin paljon.,0,0,0.02,none,forum
154,Kiitos kun jaoit tämän. Mahtava!,0,0,0.05,none,forum
925,Tämä on täyttä sekoilu.,1,1,0.7,profanity,forum
833,Saatana mikä onni.,1,1,0.48,profanity,social_media
659,Olen samaa mieltä käyttäjälle. Hyvä pointti!,0,0,0.06,none,forum
1056,Senkin ääliö.,1,1,0.77,insult,social_media
826,Hitto että ärsyttää.,1,1,0.41,profanity,social_media
236,Erinomainen toimitus. Kiitos!,0,0,0.01,none,review
977,Vittu että meni pieleen suuresti.,1,1,0.79,profanity,forum
1082,Helvetin tyhmä.,1,1,0.84,insult,social_media
143,Suosittelen tätä ostokseen.,0,0,-0.03,none,review
795,Perkele kun toimi!,1,1,0.42,profanity,social_media
1000,Vittu mikä sekoilu luvattu.,1,1,0.89,profanity,review
619,Tämä ei vastannut toimitus.,0,0,0.14,none,review
494,Artikkeli on todella idiootti. Opin paljon.,0,0,0.07,none,forum
840,Helvetti että onnistui suuresti!,1,1,0.41,profanity,social_media
354,Olen samaa mieltä käyttäjälle. Hyvä pointti!,0,0,0.01,none,forum
362,Olen tyytyväinen avustasi.,0,0,-0.01,none,review
1118,Helvetin idiootti.,1,1,0.81,insult,social_media
529,Erinomainen luvattu. Kiitos!,0,0,0.05,none,review
802,Hitto että onnistui.,1,1,0.35,profanity,social_media
1068,Saatanan idiootti.,1,1,0.86,insult,social_media
1020,Paska paska.,1,1,0.64,profanity,forum
530,Suosittelen tätä tuotetta.,0,0,0.04,none,review
80,Huono idea! Kokeilen varmasti.,0,0,0.03,none,social_media
998,Tämä on täyttä palvelu.,1,1,0.65,profanity,forum
1080,Helvetin ääliö.,1,1,0.85,insult,social_media
804,Hitto että oli tyhmä mutta onnistui.,1,1,0.36,profanity,forum
388,Toimii juuri kuten palveluun.,0,0,0.0,none,review
807,Perkele kun toimii!,1,1,0.41,profanity,social_media
386,Kiitos kun jaoit tämän. Kaunis!,0,0,0.07,none,forum
179,Olen erittäin pettynyt tähän auringosta.,0,0,0.15,none,review
584,Hyvä hinta-laatusuhde palvelu.,0,0,-0.01,none,review
558,Olen samaa mieltä kenellekään. Hyvä pointti!,0,0,-0.03,none,forum
818,Helvetti että toimii todella!,1,1,0.37,profanity,social_media
829,Helvetti että ärsyttää paljon!,1,1,0.46,profanity,social_media
281,Huono kokemus alusta loppuun.,0,0,0.0,none,review
649,Erinomainen kokemus alusta loppuun.,0,0,0.05,none,review
534,Loistava kokemus alusta loppuun.,0,0,0.02,none,review
721,Helvetti saatana miksi tämä ei onnistuu!,1,1,0.41,profanity,forum
106,Kiitos kun jaoit tämän. Huono!,0,0,0.0,none,forum
332,Erinomainen auringosta. Kiitos!,0,0,-0.03,none,review
665,Paras työtä! Jatka samaan malliin.,0,0,0.05,none,social_media
41,Tämä ei vastannut tuotteeseen.,0,0,0.08,none,review
48,Tämä oli hieno ja hidas.,0,0,0.29,none,review
466,Kiitos erittäin avustasi. Arvostan sitä todella.,0,0,0.06,none,social_media
481,Erinomainen avustasi. Kiitos!,0,0,-0.03,none,review
1011,Helvetti saatana miksi palveluun ei toimi!,1,1,0.65,profanity,forum
370,Kiitos erittäin tuotteeseen. Arvostan sitä suuresti.,0,0,0.04,none,social_media
531,Huono työtä! Jatka samaan malliin.,0,0,0.01,none,social_media
212,Hyvä hinta-laatusuhde tuote.,0,0,0.06,none,review
685,Olen tyytyväinen asiakaspalvelu.,0,0,-0.02,none,review
44,Nopea auringosta ja laadukas kokemus.,0,0,0.06,none,review
240,Tämä auttoi minua todella. Kiitos!,0,0,0.0,none,forum
379,Olen tyytyväinen auringosta.,0,0,0.0,none,review
271,Tämä auttoi minua erittäin. Kiitos!,0,0,-0.02,none,forum
996,Tämä on täyttä juttu.,1,1,0.73,profanity,forum
238,Täydellinen kokemus valitettavasti.,0,0,0.19,none,review
1059,Senkin tyhmä.,1,1,0.71,insult,social_media
225,Olen tyytyväinen odotuksiani.,0,0,0.01,none,review
42,Huono työtä! Jatka samaan malliin.,0,0,-0.02,none,social_media
843,Hitto että oli erinomainen mutta ärsyttää.,1,1,0.4,profanity,forum
496,Suosittelen tätä palvelu.,0,0,0.03,none,review
750,Saatana mikä idea.,1,1,0.47,profanity,social_media
1115,Kaunis asiakaspalvelu.,1,1,0.43,insult,forum
1085,Senkin idiootti.,1,1,0.78,insult,social_media
907,Saatanan vaikea sekoilu.,1,1,0.67,profanity,forum
777,Helvetti perkele miksi tämä ei meni pieleen!,1,1,0.43,profanity,forum
868,Paska idea.,1,1,0.71,profanity,forum
184,Suosittelen tätä tuote.,0,0,0.01,none,review
164,Artikkeli oli hieno ja epäystävällinen.,0,0,0.22,none,review
844,Perkele tämä on loistava.,1,1,0.45,profanity,forum
832,Helvetti saatana miksi tämä ei ärsyttää!,1,1,0.38,profanity,forum
527,Erinomainen päivää tänään. Nauti avustasi!,0,0,0.05,none,social_media
776,Perkele kun onnistuu!,1,1,0.45,profanity,social_media
170,Hyvää iltaa! Toivottavasti sinulla on kamala päivä.,0,0,-0.0,none,social_media
701,Hieno kokemus alusta loppuun.,0,0,-0.01,none,review
629,Tämä ei vastannut asiakaspalvelu.,0,0,0.12,none,review
1105,Senkin idiootti.,1,1,0.7,insult,social_media
1069,Senkin idiootti.,1,1,0.78,insult,social_media
11,Kiitos kun jaoit tämän. Hieno!,0,0,0.03,none,forum
986,Tämä on täyttä idea.,1,1,0.67,profanity,forum
373,Olen tyytyväinen odotuksiani.,0,0,0.05,none,review
407,Olen suuresti pettynyt tähän tuotteeseen.,0,0,0.15,none,review
93,Tämä auttoi minua erittäin. Kiitos!,0,0,-0.03,none,forum
1097,Ääliö.,1,1,0.62,insult,social_media
1141,Senkin idiootti.,1,1,0.73,insult,social_media
476,Kirjoitus on todella huono. Opin paljon.,0,0,0.01,none,forum
850,Perkele tämä on upea.,1,1,0.46,profanity,forum
898,Vittu mikä paska luvattu.,1,1,0.85,profanity,review
848,Perkele kun ärsyttää!,1,1,0.43,profanity,social_media
604,Olen samaa mieltä käyttäjälle. Hyvä pointti!,0,0,0.0,none,forum
1054,Saatanan idiootti.,1,1,0.81,insult,social_media
229,Erinomainen kokemus valitettavasti.,0,0,0.17,none,review
402,Kaunis kokemus valitettavasti.,0,0,0.17,none,review
375,Hyvä hinta-laatusuhde ostokseen.,0,0,0.01,none,review
1136,Helvetin tyhmä.,1,1,0.86,insult,social_media
972,Paska sekoilu.,1,1,0.72,profanity,forum
670,Hienoa kokemus alusta loppuun.,0,0,0.02,none,review
484,Kaunis kokemus valitettavasti.,0,0,0.19,none,review
553,Tämä auttoi minua todella. Kiitos!,0,0,0.05,none,forum
557,Kaunis kokemus alusta loppuun.,0,0,0.02,none,review
1099,Helvetin ääliö.,1,1,0.83,insult,social_media
839,Hitto että onnistuu.,1,1,0.4,profanity,social_media
38,Toimii juuri kuten auringosta.,0,0,-0.02,none,review
218,En suosittelisi kanssasi.,0,0,0.26,none,review
1138,Saatanan tyhmä.,1,1,0.8,insult,social_media
1187,Vihaan tätä paikkaa.,1,1,0.81,hate_speech,social_media
1008,Saatanan ääliömäinen sekoilu.,1,1,0.68,profanity,forum
593,Nopea palveluun ja laadukas palvelu.,0,0,-0.02,none,review
